siteID,plotID,collectDate,ym,taxonID,scientificName,individualCount,trapnights,source
HARV,HARV_002,2021-05-15,2021-05,PTEMEL,Pterostichus melanarius,1,39,demo
HARV,HARV_002,2021-05-15,2021-05,PTEMUT,Pterostichus mutus,1,39,demo
HARV,HARV_002,2021-05-15,2021-05,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_002,2021-05-15,2021-05,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_002,2021-05-15,2021-05,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_004,2021-05-15,2021-05,PTEMEL,Pterostichus melanarius,1,39,demo
HARV,HARV_004,2021-05-15,2021-05,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_004,2021-05-15,2021-05,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_004,2021-05-15,2021-05,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_004,2021-05-15,2021-05,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_007,2021-05-15,2021-05,PTEMEL,Pterostichus melanarius,1,39,demo
HARV,HARV_007,2021-05-15,2021-05,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_007,2021-05-15,2021-05,CARGOR,Carabus goryi,3,39,demo
HARV,HARV_007,2021-05-15,2021-05,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_007,2021-05-15,2021-05,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_001,2021-06-15,2021-06,PTEMEL,Pterostichus melanarius,4,42,demo
HARV,HARV_001,2021-06-15,2021-06,PTEMUT,Pterostichus mutus,3,42,demo
HARV,HARV_001,2021-06-15,2021-06,CARGOR,Carabus goryi,3,42,demo
HARV,HARV_001,2021-06-15,2021-06,SYNIMP,Synuchus impunctatus,1,42,demo
HARV,HARV_001,2021-06-15,2021-06,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_001,2021-06-15,2021-06,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_002,2021-06-15,2021-06,PTEMEL,Pterostichus melanarius,6,56,demo
HARV,HARV_002,2021-06-15,2021-06,PTEMUT,Pterostichus mutus,5,56,demo
HARV,HARV_002,2021-06-15,2021-06,CARGOR,Carabus goryi,5,56,demo
HARV,HARV_002,2021-06-15,2021-06,SPHSTE,Sphaeroderus stenostomus,1,56,demo
HARV,HARV_002,2021-06-15,2021-06,SYNIMP,Synuchus impunctatus,1,56,demo
HARV,HARV_002,2021-06-15,2021-06,CYCHRU,Cychrus caraboides,1,56,demo
HARV,HARV_002,2021-06-15,2021-06,AGOMEL,Agonum melanarium,2,56,demo
HARV,HARV_004,2021-06-15,2021-06,PTEMEL,Pterostichus melanarius,3,45,demo
HARV,HARV_004,2021-06-15,2021-06,PTEMUT,Pterostichus mutus,3,45,demo
HARV,HARV_004,2021-06-15,2021-06,CARGOR,Carabus goryi,3,45,demo
HARV,HARV_004,2021-06-15,2021-06,SYNIMP,Synuchus impunctatus,1,45,demo
HARV,HARV_004,2021-06-15,2021-06,CYCHRU,Cychrus caraboides,1,45,demo
HARV,HARV_004,2021-06-15,2021-06,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_007,2021-06-15,2021-06,PTEMEL,Pterostichus melanarius,3,45,demo
HARV,HARV_007,2021-06-15,2021-06,PTEMUT,Pterostichus mutus,4,45,demo
HARV,HARV_007,2021-06-15,2021-06,CARGOR,Carabus goryi,3,45,demo
HARV,HARV_007,2021-06-15,2021-06,SYNIMP,Synuchus impunctatus,1,45,demo
HARV,HARV_007,2021-06-15,2021-06,CYCHRU,Cychrus caraboides,1,45,demo
HARV,HARV_007,2021-06-15,2021-06,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_001,2021-07-15,2021-07,PTEMEL,Pterostichus melanarius,3,39,demo
HARV,HARV_001,2021-07-15,2021-07,PTEMUT,Pterostichus mutus,4,39,demo
HARV,HARV_001,2021-07-15,2021-07,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_001,2021-07-15,2021-07,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_001,2021-07-15,2021-07,SYNIMP,Synuchus impunctatus,2,39,demo
HARV,HARV_001,2021-07-15,2021-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_001,2021-07-15,2021-07,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_002,2021-07-15,2021-07,PTEMEL,Pterostichus melanarius,5,42,demo
HARV,HARV_002,2021-07-15,2021-07,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_002,2021-07-15,2021-07,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_002,2021-07-15,2021-07,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_002,2021-07-15,2021-07,SYNIMP,Synuchus impunctatus,1,42,demo
HARV,HARV_002,2021-07-15,2021-07,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_002,2021-07-15,2021-07,AGOMEL,Agonum melanarium,3,42,demo
HARV,HARV_004,2021-07-15,2021-07,PTEMEL,Pterostichus melanarius,6,39,demo
HARV,HARV_004,2021-07-15,2021-07,PTEMUT,Pterostichus mutus,3,39,demo
HARV,HARV_004,2021-07-15,2021-07,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_004,2021-07-15,2021-07,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_004,2021-07-15,2021-07,SYNIMP,Synuchus impunctatus,2,39,demo
HARV,HARV_004,2021-07-15,2021-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_004,2021-07-15,2021-07,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_007,2021-07-15,2021-07,PTEMEL,Pterostichus melanarius,5,60,demo
HARV,HARV_007,2021-07-15,2021-07,PTEMUT,Pterostichus mutus,7,60,demo
HARV,HARV_007,2021-07-15,2021-07,CARGOR,Carabus goryi,4,60,demo
HARV,HARV_007,2021-07-15,2021-07,SPHSTE,Sphaeroderus stenostomus,1,60,demo
HARV,HARV_007,2021-07-15,2021-07,SYNIMP,Synuchus impunctatus,1,60,demo
HARV,HARV_007,2021-07-15,2021-07,CYCHRU,Cychrus caraboides,1,60,demo
HARV,HARV_007,2021-07-15,2021-07,AGOMEL,Agonum melanarium,4,60,demo
HARV,HARV_001,2021-08-15,2021-08,PTEMEL,Pterostichus melanarius,8,42,demo
HARV,HARV_001,2021-08-15,2021-08,PTEMUT,Pterostichus mutus,5,42,demo
HARV,HARV_001,2021-08-15,2021-08,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_001,2021-08-15,2021-08,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_001,2021-08-15,2021-08,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_001,2021-08-15,2021-08,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_002,2021-08-15,2021-08,PTEMEL,Pterostichus melanarius,7,42,demo
HARV,HARV_002,2021-08-15,2021-08,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_002,2021-08-15,2021-08,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_002,2021-08-15,2021-08,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_002,2021-08-15,2021-08,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_002,2021-08-15,2021-08,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_002,2021-08-15,2021-08,AGOMEL,Agonum melanarium,3,42,demo
HARV,HARV_004,2021-08-15,2021-08,PTEMEL,Pterostichus melanarius,5,42,demo
HARV,HARV_004,2021-08-15,2021-08,PTEMUT,Pterostichus mutus,3,42,demo
HARV,HARV_004,2021-08-15,2021-08,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_004,2021-08-15,2021-08,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_004,2021-08-15,2021-08,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_004,2021-08-15,2021-08,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_007,2021-08-15,2021-08,PTEMEL,Pterostichus melanarius,4,39,demo
HARV,HARV_007,2021-08-15,2021-08,PTEMUT,Pterostichus mutus,3,39,demo
HARV,HARV_007,2021-08-15,2021-08,CARGOR,Carabus goryi,1,39,demo
HARV,HARV_007,2021-08-15,2021-08,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_007,2021-08-15,2021-08,SYNIMP,Synuchus impunctatus,2,39,demo
HARV,HARV_007,2021-08-15,2021-08,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_001,2021-09-15,2021-09,PTEMEL,Pterostichus melanarius,6,56,demo
HARV,HARV_001,2021-09-15,2021-09,PTEMUT,Pterostichus mutus,2,56,demo
HARV,HARV_001,2021-09-15,2021-09,CARGOR,Carabus goryi,1,56,demo
HARV,HARV_001,2021-09-15,2021-09,SPHSTE,Sphaeroderus stenostomus,2,56,demo
HARV,HARV_001,2021-09-15,2021-09,SYNIMP,Synuchus impunctatus,3,56,demo
HARV,HARV_001,2021-09-15,2021-09,AGOMEL,Agonum melanarium,2,56,demo
HARV,HARV_002,2021-09-15,2021-09,PTEMEL,Pterostichus melanarius,7,39,demo
HARV,HARV_002,2021-09-15,2021-09,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_002,2021-09-15,2021-09,SPHSTE,Sphaeroderus stenostomus,2,39,demo
HARV,HARV_002,2021-09-15,2021-09,SYNIMP,Synuchus impunctatus,4,39,demo
HARV,HARV_002,2021-09-15,2021-09,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_004,2021-09-15,2021-09,PTEMEL,Pterostichus melanarius,7,42,demo
HARV,HARV_004,2021-09-15,2021-09,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_004,2021-09-15,2021-09,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_004,2021-09-15,2021-09,SYNIMP,Synuchus impunctatus,2,42,demo
HARV,HARV_004,2021-09-15,2021-09,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_007,2021-09-15,2021-09,PTEMEL,Pterostichus melanarius,5,42,demo
HARV,HARV_007,2021-09-15,2021-09,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_007,2021-09-15,2021-09,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_007,2021-09-15,2021-09,SYNIMP,Synuchus impunctatus,2,42,demo
HARV,HARV_007,2021-09-15,2021-09,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_001,2021-10-15,2021-10,PTEMEL,Pterostichus melanarius,3,45,demo
HARV,HARV_001,2021-10-15,2021-10,PTEMUT,Pterostichus mutus,1,45,demo
HARV,HARV_001,2021-10-15,2021-10,SPHSTE,Sphaeroderus stenostomus,1,45,demo
HARV,HARV_001,2021-10-15,2021-10,SYNIMP,Synuchus impunctatus,2,45,demo
HARV,HARV_002,2021-10-15,2021-10,PTEMEL,Pterostichus melanarius,2,42,demo
HARV,HARV_002,2021-10-15,2021-10,PTEMUT,Pterostichus mutus,1,42,demo
HARV,HARV_002,2021-10-15,2021-10,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_002,2021-10-15,2021-10,SYNIMP,Synuchus impunctatus,2,42,demo
HARV,HARV_002,2021-10-15,2021-10,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_004,2021-10-15,2021-10,PTEMEL,Pterostichus melanarius,3,45,demo
HARV,HARV_004,2021-10-15,2021-10,PTEMUT,Pterostichus mutus,1,45,demo
HARV,HARV_004,2021-10-15,2021-10,SPHSTE,Sphaeroderus stenostomus,2,45,demo
HARV,HARV_004,2021-10-15,2021-10,SYNIMP,Synuchus impunctatus,2,45,demo
HARV,HARV_004,2021-10-15,2021-10,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_007,2021-10-15,2021-10,PTEMEL,Pterostichus melanarius,2,39,demo
HARV,HARV_007,2021-10-15,2021-10,PTEMUT,Pterostichus mutus,1,39,demo
HARV,HARV_007,2021-10-15,2021-10,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_007,2021-10-15,2021-10,SYNIMP,Synuchus impunctatus,2,39,demo
HARV,HARV_001,2022-05-15,2022-05,PTEMEL,Pterostichus melanarius,1,56,demo
HARV,HARV_001,2022-05-15,2022-05,PTEMUT,Pterostichus mutus,3,56,demo
HARV,HARV_001,2022-05-15,2022-05,CARGOR,Carabus goryi,3,56,demo
HARV,HARV_001,2022-05-15,2022-05,CYCHRU,Cychrus caraboides,1,56,demo
HARV,HARV_001,2022-05-15,2022-05,AGOMEL,Agonum melanarium,1,56,demo
HARV,HARV_002,2022-05-15,2022-05,PTEMEL,Pterostichus melanarius,1,42,demo
HARV,HARV_002,2022-05-15,2022-05,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_002,2022-05-15,2022-05,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_002,2022-05-15,2022-05,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_002,2022-05-15,2022-05,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_004,2022-05-15,2022-05,PTEMEL,Pterostichus melanarius,1,45,demo
HARV,HARV_004,2022-05-15,2022-05,PTEMUT,Pterostichus mutus,2,45,demo
HARV,HARV_004,2022-05-15,2022-05,CARGOR,Carabus goryi,2,45,demo
HARV,HARV_004,2022-05-15,2022-05,CYCHRU,Cychrus caraboides,1,45,demo
HARV,HARV_004,2022-05-15,2022-05,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_007,2022-05-15,2022-05,PTEMEL,Pterostichus melanarius,1,42,demo
HARV,HARV_007,2022-05-15,2022-05,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_007,2022-05-15,2022-05,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_007,2022-05-15,2022-05,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_007,2022-05-15,2022-05,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_001,2022-06-15,2022-06,PTEMEL,Pterostichus melanarius,3,60,demo
HARV,HARV_001,2022-06-15,2022-06,PTEMUT,Pterostichus mutus,6,60,demo
HARV,HARV_001,2022-06-15,2022-06,CARGOR,Carabus goryi,5,60,demo
HARV,HARV_001,2022-06-15,2022-06,SPHSTE,Sphaeroderus stenostomus,1,60,demo
HARV,HARV_001,2022-06-15,2022-06,SYNIMP,Synuchus impunctatus,1,60,demo
HARV,HARV_001,2022-06-15,2022-06,CYCHRU,Cychrus caraboides,1,60,demo
HARV,HARV_001,2022-06-15,2022-06,AGOMEL,Agonum melanarium,3,60,demo
HARV,HARV_002,2022-06-15,2022-06,PTEMEL,Pterostichus melanarius,2,42,demo
HARV,HARV_002,2022-06-15,2022-06,PTEMUT,Pterostichus mutus,3,42,demo
HARV,HARV_002,2022-06-15,2022-06,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_002,2022-06-15,2022-06,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_002,2022-06-15,2022-06,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_004,2022-06-15,2022-06,PTEMEL,Pterostichus melanarius,3,39,demo
HARV,HARV_004,2022-06-15,2022-06,PTEMUT,Pterostichus mutus,4,39,demo
HARV,HARV_004,2022-06-15,2022-06,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_004,2022-06-15,2022-06,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_004,2022-06-15,2022-06,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_007,2022-06-15,2022-06,PTEMEL,Pterostichus melanarius,4,45,demo
HARV,HARV_007,2022-06-15,2022-06,PTEMUT,Pterostichus mutus,2,45,demo
HARV,HARV_007,2022-06-15,2022-06,CARGOR,Carabus goryi,3,45,demo
HARV,HARV_007,2022-06-15,2022-06,CYCHRU,Cychrus caraboides,1,45,demo
HARV,HARV_007,2022-06-15,2022-06,AGOMEL,Agonum melanarium,2,45,demo
HARV,HARV_001,2022-07-15,2022-07,PTEMEL,Pterostichus melanarius,4,39,demo
HARV,HARV_001,2022-07-15,2022-07,PTEMUT,Pterostichus mutus,3,39,demo
HARV,HARV_001,2022-07-15,2022-07,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_001,2022-07-15,2022-07,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_001,2022-07-15,2022-07,SYNIMP,Synuchus impunctatus,1,39,demo
HARV,HARV_001,2022-07-15,2022-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_001,2022-07-15,2022-07,AGOMEL,Agonum melanarium,3,39,demo
HARV,HARV_002,2022-07-15,2022-07,PTEMEL,Pterostichus melanarius,6,39,demo
HARV,HARV_002,2022-07-15,2022-07,PTEMUT,Pterostichus mutus,4,39,demo
HARV,HARV_002,2022-07-15,2022-07,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_002,2022-07-15,2022-07,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_002,2022-07-15,2022-07,SYNIMP,Synuchus impunctatus,1,39,demo
HARV,HARV_002,2022-07-15,2022-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_002,2022-07-15,2022-07,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_004,2022-07-15,2022-07,PTEMEL,Pterostichus melanarius,4,39,demo
HARV,HARV_004,2022-07-15,2022-07,PTEMUT,Pterostichus mutus,5,39,demo
HARV,HARV_004,2022-07-15,2022-07,CARGOR,Carabus goryi,2,39,demo
HARV,HARV_004,2022-07-15,2022-07,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_004,2022-07-15,2022-07,SYNIMP,Synuchus impunctatus,1,39,demo
HARV,HARV_004,2022-07-15,2022-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_004,2022-07-15,2022-07,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_007,2022-07-15,2022-07,PTEMEL,Pterostichus melanarius,4,39,demo
HARV,HARV_007,2022-07-15,2022-07,PTEMUT,Pterostichus mutus,4,39,demo
HARV,HARV_007,2022-07-15,2022-07,CARGOR,Carabus goryi,1,39,demo
HARV,HARV_007,2022-07-15,2022-07,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_007,2022-07-15,2022-07,SYNIMP,Synuchus impunctatus,1,39,demo
HARV,HARV_007,2022-07-15,2022-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_007,2022-07-15,2022-07,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_001,2022-08-15,2022-08,PTEMEL,Pterostichus melanarius,11,56,demo
HARV,HARV_001,2022-08-15,2022-08,PTEMUT,Pterostichus mutus,5,56,demo
HARV,HARV_001,2022-08-15,2022-08,CARGOR,Carabus goryi,2,56,demo
HARV,HARV_001,2022-08-15,2022-08,SPHSTE,Sphaeroderus stenostomus,1,56,demo
HARV,HARV_001,2022-08-15,2022-08,SYNIMP,Synuchus impunctatus,2,56,demo
HARV,HARV_001,2022-08-15,2022-08,CYCHRU,Cychrus caraboides,1,56,demo
HARV,HARV_001,2022-08-15,2022-08,AGOMEL,Agonum melanarium,2,56,demo
HARV,HARV_002,2022-08-15,2022-08,PTEMEL,Pterostichus melanarius,6,56,demo
HARV,HARV_002,2022-08-15,2022-08,PTEMUT,Pterostichus mutus,5,56,demo
HARV,HARV_002,2022-08-15,2022-08,CARGOR,Carabus goryi,2,56,demo
HARV,HARV_002,2022-08-15,2022-08,SPHSTE,Sphaeroderus stenostomus,1,56,demo
HARV,HARV_002,2022-08-15,2022-08,SYNIMP,Synuchus impunctatus,3,56,demo
HARV,HARV_002,2022-08-15,2022-08,AGOMEL,Agonum melanarium,2,56,demo
HARV,HARV_004,2022-08-15,2022-08,PTEMEL,Pterostichus melanarius,7,42,demo
HARV,HARV_004,2022-08-15,2022-08,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_004,2022-08-15,2022-08,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_004,2022-08-15,2022-08,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_004,2022-08-15,2022-08,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_004,2022-08-15,2022-08,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_004,2022-08-15,2022-08,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_007,2022-08-15,2022-08,PTEMEL,Pterostichus melanarius,11,56,demo
HARV,HARV_007,2022-08-15,2022-08,PTEMUT,Pterostichus mutus,3,56,demo
HARV,HARV_007,2022-08-15,2022-08,CARGOR,Carabus goryi,1,56,demo
HARV,HARV_007,2022-08-15,2022-08,SPHSTE,Sphaeroderus stenostomus,3,56,demo
HARV,HARV_007,2022-08-15,2022-08,SYNIMP,Synuchus impunctatus,4,56,demo
HARV,HARV_007,2022-08-15,2022-08,CYCHRU,Cychrus caraboides,1,56,demo
HARV,HARV_007,2022-08-15,2022-08,AGOMEL,Agonum melanarium,3,56,demo
HARV,HARV_001,2022-09-15,2022-09,PTEMEL,Pterostichus melanarius,6,39,demo
HARV,HARV_001,2022-09-15,2022-09,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_001,2022-09-15,2022-09,SPHSTE,Sphaeroderus stenostomus,2,39,demo
HARV,HARV_001,2022-09-15,2022-09,SYNIMP,Synuchus impunctatus,3,39,demo
HARV,HARV_001,2022-09-15,2022-09,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_002,2022-09-15,2022-09,PTEMEL,Pterostichus melanarius,10,60,demo
HARV,HARV_002,2022-09-15,2022-09,PTEMUT,Pterostichus mutus,2,60,demo
HARV,HARV_002,2022-09-15,2022-09,CARGOR,Carabus goryi,1,60,demo
HARV,HARV_002,2022-09-15,2022-09,SPHSTE,Sphaeroderus stenostomus,3,60,demo
HARV,HARV_002,2022-09-15,2022-09,SYNIMP,Synuchus impunctatus,4,60,demo
HARV,HARV_002,2022-09-15,2022-09,AGOMEL,Agonum melanarium,1,60,demo
HARV,HARV_004,2022-09-15,2022-09,PTEMEL,Pterostichus melanarius,4,39,demo
HARV,HARV_004,2022-09-15,2022-09,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_004,2022-09-15,2022-09,SPHSTE,Sphaeroderus stenostomus,2,39,demo
HARV,HARV_004,2022-09-15,2022-09,SYNIMP,Synuchus impunctatus,3,39,demo
HARV,HARV_004,2022-09-15,2022-09,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_007,2022-09-15,2022-09,PTEMEL,Pterostichus melanarius,6,42,demo
HARV,HARV_007,2022-09-15,2022-09,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_007,2022-09-15,2022-09,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_007,2022-09-15,2022-09,SYNIMP,Synuchus impunctatus,4,42,demo
HARV,HARV_007,2022-09-15,2022-09,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_001,2022-10-15,2022-10,PTEMEL,Pterostichus melanarius,2,52,demo
HARV,HARV_001,2022-10-15,2022-10,PTEMUT,Pterostichus mutus,1,52,demo
HARV,HARV_001,2022-10-15,2022-10,SPHSTE,Sphaeroderus stenostomus,1,52,demo
HARV,HARV_001,2022-10-15,2022-10,SYNIMP,Synuchus impunctatus,3,52,demo
HARV,HARV_001,2022-10-15,2022-10,AGOMEL,Agonum melanarium,1,52,demo
HARV,HARV_002,2022-10-15,2022-10,PTEMEL,Pterostichus melanarius,2,42,demo
HARV,HARV_002,2022-10-15,2022-10,PTEMUT,Pterostichus mutus,1,42,demo
HARV,HARV_002,2022-10-15,2022-10,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_002,2022-10-15,2022-10,SYNIMP,Synuchus impunctatus,2,42,demo
HARV,HARV_004,2022-10-15,2022-10,PTEMEL,Pterostichus melanarius,2,45,demo
HARV,HARV_004,2022-10-15,2022-10,PTEMUT,Pterostichus mutus,1,45,demo
HARV,HARV_004,2022-10-15,2022-10,SPHSTE,Sphaeroderus stenostomus,2,45,demo
HARV,HARV_004,2022-10-15,2022-10,SYNIMP,Synuchus impunctatus,3,45,demo
HARV,HARV_007,2022-10-15,2022-10,PTEMEL,Pterostichus melanarius,4,42,demo
HARV,HARV_007,2022-10-15,2022-10,PTEMUT,Pterostichus mutus,1,42,demo
HARV,HARV_007,2022-10-15,2022-10,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_007,2022-10-15,2022-10,SYNIMP,Synuchus impunctatus,1,42,demo
HARV,HARV_001,2023-05-15,2023-05,PTEMEL,Pterostichus melanarius,1,45,demo
HARV,HARV_001,2023-05-15,2023-05,PTEMUT,Pterostichus mutus,2,45,demo
HARV,HARV_001,2023-05-15,2023-05,CARGOR,Carabus goryi,2,45,demo
HARV,HARV_001,2023-05-15,2023-05,CYCHRU,Cychrus caraboides,1,45,demo
HARV,HARV_001,2023-05-15,2023-05,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_002,2023-05-15,2023-05,PTEMEL,Pterostichus melanarius,2,42,demo
HARV,HARV_002,2023-05-15,2023-05,PTEMUT,Pterostichus mutus,3,42,demo
HARV,HARV_002,2023-05-15,2023-05,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_002,2023-05-15,2023-05,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_002,2023-05-15,2023-05,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_004,2023-05-15,2023-05,PTEMEL,Pterostichus melanarius,1,52,demo
HARV,HARV_004,2023-05-15,2023-05,PTEMUT,Pterostichus mutus,3,52,demo
HARV,HARV_004,2023-05-15,2023-05,CARGOR,Carabus goryi,3,52,demo
HARV,HARV_004,2023-05-15,2023-05,CYCHRU,Cychrus caraboides,1,52,demo
HARV,HARV_004,2023-05-15,2023-05,AGOMEL,Agonum melanarium,1,52,demo
HARV,HARV_007,2023-05-15,2023-05,PTEMEL,Pterostichus melanarius,1,42,demo
HARV,HARV_007,2023-05-15,2023-05,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_007,2023-05-15,2023-05,CARGOR,Carabus goryi,3,42,demo
HARV,HARV_007,2023-05-15,2023-05,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_007,2023-05-15,2023-05,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_001,2023-06-15,2023-06,PTEMEL,Pterostichus melanarius,4,56,demo
HARV,HARV_001,2023-06-15,2023-06,PTEMUT,Pterostichus mutus,5,56,demo
HARV,HARV_001,2023-06-15,2023-06,CARGOR,Carabus goryi,2,56,demo
HARV,HARV_001,2023-06-15,2023-06,SYNIMP,Synuchus impunctatus,1,56,demo
HARV,HARV_001,2023-06-15,2023-06,CYCHRU,Cychrus caraboides,2,56,demo
HARV,HARV_001,2023-06-15,2023-06,AGOMEL,Agonum melanarium,3,56,demo
HARV,HARV_002,2023-06-15,2023-06,PTEMEL,Pterostichus melanarius,4,39,demo
HARV,HARV_002,2023-06-15,2023-06,PTEMUT,Pterostichus mutus,4,39,demo
HARV,HARV_002,2023-06-15,2023-06,CARGOR,Carabus goryi,4,39,demo
HARV,HARV_002,2023-06-15,2023-06,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_002,2023-06-15,2023-06,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_004,2023-06-15,2023-06,PTEMEL,Pterostichus melanarius,3,42,demo
HARV,HARV_004,2023-06-15,2023-06,PTEMUT,Pterostichus mutus,3,42,demo
HARV,HARV_004,2023-06-15,2023-06,CARGOR,Carabus goryi,3,42,demo
HARV,HARV_004,2023-06-15,2023-06,SYNIMP,Synuchus impunctatus,1,42,demo
